question,regulation,breadcrumb,multi_regulation
"Si le Parlement européen ne s’oppose pas à un acte délégué dans le délai prévu, à quel moment cet acte entre‑t-il en vigueur ?",MiCA,MiCA > Titre 8 > Article 139,False
"Comment la Commission doit‑elle notifier un acte délégué au Parlement et au Conseil, et que se passe‑t‑il si l’une des deux institutions formule une objection ?",MiCA,MiCA > Titre 8 > Article 139,False
Quelle est la méthode de valorisation à privilégier pour la réserve d’actifs d’un jeton référant à un ou plusieurs actifs lorsqu’il existe des données de marché fiables ?,MiCA,MiCA > Titre 3 > Article 36,False
Dans quelles circonstances la réserve d’actifs doit‑elle être juridiquement séparée du patrimoine de l’émetteur et des réserves d’autres jetons ?,MiCA,MiCA > Titre 3 > Article 36,False
Quels sont les pourcentages de liquidité à respecter pour les échéances quotidiennes et hebdomadaires selon les futures normes techniques de l’ABE ?,MiCA,MiCA > Titre 3 > Article 36,False
À quelle fréquence l’audit indépendant de la réserve d’actifs doit‑il être réalisé et quels sont les délais de communication des résultats à l’autorité compétente et au public ?,MiCA,MiCA > Titre 3 > Article 36,False
"Quels éléments doivent figurer dans la politique de stabilisation d’un jeton référant à un ou plusieurs actifs, notamment concernant la composition de la réserve et les procédures d’émission et de remboursement ?",MiCA,MiCA > Titre 3 > Article 36,False
Dans quelles conditions la Commission peut‑elle demander au fournisseur d’un modèle d’IA général de fournir la documentation prévue aux articles 53 et 55 ?,AI Act,AI Act > Chapitre 9 > Article 91,False
"Le Bureau de l’IA doit‑il obligatoirement dialoguer avec le fournisseur avant d’envoyer une demande d’informations, ou peut‑il envoyer la demande directement ?",AI Act,AI Act > Chapitre 9 > Article 91,False
Quels sont les critères pour que le groupe scientifique demande à la Commission de transmettre une demande d’informations au fournisseur d’un modèle d’IA général ?,AI Act,AI Act > Chapitre 9 > Article 91,False
"Que doit contenir précisément une demande d’informations émise par la Commission, notamment en termes de base juridique, objet et délai ?",AI Act,AI Act > Chapitre 9 > Article 91,False
"Qui est autorisé à fournir les informations demandées au nom d’un fournisseur de modèle d’IA qui n’a pas de personnalité juridique, et quelles sont les responsabilités du client en cas d’inexactitude ?",AI Act,AI Act > Chapitre 9 > Article 91,False
"Dans quelles circonstances mon entreprise, située hors UE, doit‑elle désigner un représentant dans l’Union pour se conformer au RGPD ?",GDPR,GDPR > Chapitre 4 > Article 27,False
Est‑ce que le fait de traiter occasionnellement des données sensibles me dispense de nommer un représentant dans l’UE ?,GDPR,GDPR > Chapitre 4 > Article 27,False
Quels critères déterminent le choix du pays où le représentant doit être établi selon le suivi du comportement des personnes concernées ?,GDPR,GDPR > Chapitre 4 > Article 27,False
Le représentant désigné peut‑il répondre aux demandes des autorités de contrôle à la place du responsable du traitement ?,GDPR,GDPR > Chapitre 4 > Article 27,False
La désignation d’un représentant protège‑t‑elle le responsable du traitement des éventuelles poursuites judiciaires ?,GDPR,GDPR > Chapitre 4 > Article 27,False
Quels critères le Contrôleur européen de la protection des données prend‑il en compte pour déterminer le montant d’une amende administrative contre une institution de l’Union ?,AI Act,AI Act > Chapitre 12 > Article 100,False
Quelle est la différence de plafond d’amende entre une violation de l’interdiction prévue à l’article 5 et une non‑conformité aux autres exigences du règlement ?,AI Act,AI Act > Chapitre 12 > Article 100,False
L’institution concernée a‑t‑elle la possibilité de présenter ses observations avant que le Contrôleur ne statue sur une éventuelle sanction ?,AI Act,AI Act > Chapitre 12 > Article 100,False
Dans quelles circonstances le budget annuel d’une institution de l’Union peut‑il influencer le calcul de l’amende ?,AI Act,AI Act > Chapitre 12 > Article 100,False
Les fonds issus des amendes imposées par le Contrôleur sont‑ils affectés à un usage spécifique ou intégrés au budget général de l’Union ?,AI Act,AI Act > Chapitre 12 > Article 100,False
Quel est le rôle du comité qui assiste la Commission dans le cadre de cet article ?,AI Act,AI Act > Chapitre 11 > Article 98,False
Le comité mentionné ici relève-t-il du même cadre juridique que le comité défini par le règlement (UE) n° 182/2011 ?,AI Act,AI Act > Chapitre 11 > Article 98,False
"Quand on cite le présent paragraphe, quelles dispositions de l’article 5 du règlement (UE) n° 182/2011 doivent être appliquées ?",AI Act,AI Act > Chapitre 11 > Article 98,False
Le comité d’assistance à la Commission possède‑t‑il des compétences spécifiques ou se contente‑t‑il d’appliquer les règles du règlement 182/2011 ?,AI Act,AI Act > Chapitre 11 > Article 98,False
Comment la référence à l’article 5 du règlement (UE) n° 182/2011 influence‑t‑elle les procédures du comité d’assistance à la Commission ?,AI Act,AI Act > Chapitre 11 > Article 98,False
Quels types d’instruments financiers sont considérés comme « très liquides et à risque minimal » pour la réserve d’actifs d’un jeton adossé à un actif ?,MiCA,MiCA > Titre 3 > Article 38,False
L’émission d’un jeton référencé à un actif nécessite‑t‑elle de limiter la concentration de la réserve d’actifs chez un même prestataire ou groupe d’établissements ?,MiCA,MiCA > Titre 3 > Article 38,False
Dans quel cas les parts d’un OPCVM peuvent‑elles être qualifiées d’actifs à risque minimal au regard de la réserve d’un jeton ?,MiCA,MiCA > Titre 3 > Article 38,False
Qui supporte les pertes ou les risques opérationnels liés aux investissements de la réserve d’actifs d’un émetteur de jetons ?,MiCA,MiCA > Titre 3 > Article 38,False
Quelles sont les obligations de l’ABE concernant l’élaboration et la soumission des normes techniques de réglementation sur les instruments financiers admissibles ?,MiCA,MiCA > Titre 3 > Article 38,False
Quels éléments doivent figurer dans le contrat entre le responsable du traitement et le sous‑traitant pour être conforme aux exigences du RGPD ?,GDPR,GDPR > Chapitre 4 > Article 28,False
Puis‑je autoriser mon sous‑traitant à recruter d’autres sous‑traitants sans obtenir mon accord écrit préalable ?,GDPR,GDPR > Chapitre 4 > Article 28,False
Dans quelles circonstances le sous‑traitant doit‑il m’informer qu’une instruction constitue une violation du règlement ?,GDPR,GDPR > Chapitre 4 > Article 28,False
Comment le sous‑traitant doit‑il gérer la suppression ou le retour des données personnelles à la fin de la prestation ?,GDPR,GDPR > Chapitre 4 > Article 28,False
Le recours à un code de conduite ou à une certification peut‑il être utilisé pour démontrer les garanties suffisantes exigées par la réglementation ?,GDPR,GDPR > Chapitre 4 > Article 28,False
Dans quels cas la Commission peut‑elle obliger un fournisseur d’IA à prendre des mesures de conformité aux articles 53 et 54 ?,AI Act,AI Act > Chapitre 9 > Article 93,False
Que se passe‑t‑il si l’évaluation selon l’article 92 révèle un risque systémique sérieux pour l’Union ?,AI Act,AI Act > Chapitre 9 > Article 93,False
Le Bureau de l’IA doit‑il d’abord engager un dialogue structuré avant de demander des restrictions ou un retrait du modèle ?,AI Act,AI Act > Chapitre 9 > Article 93,False
"Si le fournisseur accepte les mesures d’atténuation lors du dialogue, la Commission peut‑elle rendre cet engagement juridiquement contraignant ?",AI Act,AI Act > Chapitre 9 > Article 93,False
Quelles sont les options de la Commission pour restreindre ou retirer un modèle d’IA à usage général en cas de risque systémique ?,AI Act,AI Act > Chapitre 9 > Article 93,False
Quels éléments doivent impérativement figurer dans le rapport intermédiaire qui doit être présenté avant le 30 juin 2025 ?,MiCA,MiCA > Titre 9 > Article 140,False
"À quelle date la Commission doit‑elle remettre le rapport final au Parlement et au Conseil, et quelles sont les étapes intermédiaires obligatoires ?",MiCA,MiCA > Titre 9 > Article 140,False
"Le rapport devra‑t‑il inclure des estimations sur le nombre de résidents de l’UE utilisant des crypto‑actifs émis hors de l’Union, et comment la disponibilité des données doit‑elle être justifiée ?",MiCA,MiCA > Titre 9 > Article 140,False
Quels indicateurs de fraude et de cyber‑attaques la Commission doit‑elle collecter et présenter dans son analyse ?,MiCA,MiCA > Titre 9 > Article 140,False
"Le rapport doit‑il évaluer les coûts de mise en conformité des émetteurs de jetons de monnaie électronique d’importance significative, et sous quelle forme ces coûts sont‑ils exprimés ?",MiCA,MiCA > Titre 9 > Article 140,False
Quelle date limite devons‑nous respecter pour soumettre le rapport annuel sur les crypto‑actifs à l’AEMF ?,MiCA,MiCA > Titre 9 > Article 141,False
"Quels indicateurs statistiques doivent figurer dans le rapport annuel (nombre d’émissions, capitalisation, volume des réserves, etc.) ?",MiCA,MiCA > Titre 9 > Article 141,False
"L’AEMF doit‑elle inclure une estimation du nombre d’utilisateurs résidents de l’UE qui investissent dans des crypto‑actifs étrangers, même si les données sont limitées ?",MiCA,MiCA > Titre 9 > Article 141,False
Comment le rapport doit‑il traiter les informations relatives aux échanges non autorisés et aux plateformes situées dans des pays tiers à haut risque ?,MiCA,MiCA > Titre 9 > Article 141,False
"Qui est responsable de fournir les données nécessaires à l’élaboration du rapport (autorités compétentes, services répressifs, etc.) ?",MiCA,MiCA > Titre 9 > Article 141,False
Quels sont les droits de remboursement dont disposent les détenteurs de jetons référant à des actifs en cas de défaut de l’émetteur ?,MiCA,MiCA > Titre 3 > Article 39,False
L’émetteur peut-il rembourser le détenteur en monnaie officielle ou doit‑il livrer les actifs sous‑jacent ?,MiCA,MiCA > Titre 3 > Article 39,False
"Quelles sont les conditions (seuils, délais, périodes) que l’émetteur doit préciser dans sa politique de remboursement permanent ?",MiCA,MiCA > Titre 3 > Article 39,False
Comment la valeur des jetons et des actifs de réserve doit‑elle être déterminée lors de l’exercice du droit de remboursement ?,MiCA,MiCA > Titre 3 > Article 39,False
